salesman number,salesman,gender,age,mobile phone,supply center,industry
11510024,David Robinson,Male,25,13976135052,Europe,Foodstuff
11310927,Toni Clarke,Female,27,15073675791,America,Electricity gas
11310127,Cathy Edwards,Female,27,13965664105,Europe,Bank
12212700,Phil Robinson,Male,18,15630709639,Europe,Bank
12210120,Corinna Smith,Female,18,18958346054,Asia,Insurance
11311615,Marshall Hall,Male,27,15004010251,Asia,Insurance
11511524,Judy Wright,Female,25,13872056675,Asia,Insurance
11911012,Georgina Smith,Female,21,15691496587,Asia,Insurance
11610717,Jason Evans,Male,24,13995118915,Asia,Insurance
11911402,Rosie Wilson,Female,21,15006191648,Asia,Insurance
12011418,Gwendoline Thompson,Female,20,13979659683,Asia,Insurance
11911118,Gene Jackson,Male,21,18658431890,Asia,Insurance
11812701,Audrey Wright,Female,22,18949082118,Asia,Insurance
11311619,Allen Walker,Male,27,13971923563,Europe,Insurance
11510803,Vanessa Taylor,Female,25,15673419018,Europe,Insurance
12010417,Basil White,Male,20,13903524310,Europe,Insurance
12111227,Alfred Thomas,Male,19,18985327914,Europe,Bank
11410905,Philemen Brown,Male,26,15042197811,America,Telecommunications
12211623,Abe Harris,Male,18,18976184464,Asia,Electrical and electronic
11812423,Jane Robinson,Female,22,15070332166,Asia,Electrical and electronic
11310103,Frank Jackson,Male,27,13816321884,Asia,Electrical and electronic
11910017,Al Evans,Male,21,15639548357,Asia,Electrical and electronic
12111028,Mike Evans,Male,19,15036042990,Asia,Electrical and electronic
12111107,Maria Harris,Female,19,18671435981,Asia,Electrical and electronic
11211527,Judith Edwards,Female,28,15025870700,Asia,Electrical and electronic
11411312,Christopher Walker,Male,26,15016604133,Asia,Electrical and electronic
11811615,Padraic Davies,Male,22,18610106228,Asia,Electrical and electronic
11310110,Bridget Patel,Female,27,18943199652,Asia,Electrical and electronic
11210712,Daisy Edwards,Female,28,15011121420,Asia,Electrical and electronic
11410214,Saul Thompson,Male,26,13815670484,Asia,Electrical and electronic
11511513,Gerald Thompson,Male,25,15091767921,Asia,Electrical and electronic
11710218,Allson White,Female,23,15623346768,Asia,Electrical and electronic
11612913,Sal Walker,Female,24,15066448396,Asia,Electrical and electronic
11310212,Molly Wilson,Female,27,13867191407,Asia,Electrical and electronic
11210713,Brittany White,Female,28,13899633547,Asia,Electrical and electronic
11210514,Dermot Robinson,Male,28,18650644724,Asia,Electrical and electronic
11911227,David Jackson,Male,21,15663811232,Asia,Electrical and electronic
11512503,Zhou Yuyang,Female,25,13819826633,Northern China,Military
11512212,Qian Xiaodie,Female,25,13857683633,Northern China,Military
11412917,Qing Muxue,Female,26,18636223046,Northern China,Military
11511608,Kong Yuqiao,Female,25,15099570975,Northern China,Military
12111803,Dou Ruichen,Male,19,18643572672,Northern China,Military
11311011,Shi Congde,Male,27,18907982518,Northern China,Military
11410003,Wei Shengjian,Male,26,15093350281,Northern China,Military
11212120,Lou White,Male,28,15622710919,Europe,Bank
11512601,Norman Brown,Male,25,13924880879,Europe,Bank
11912318,Hal Taylor,Male,21,18999505149,Asia,Electricity gas
11512713,Allen Williams,Male,25,15078834977,Asia,Electricity gas
11512206,Li Rufeng,Female,25,13916883945,Southwestern China,Military
12112619,He Hanwu,Male,19,13805699635,Southwestern China,Military
11310425,Jiang Hanxuan,Female,27,18629063473,Southwestern China,Military
11812410,Li Danqing,Female,22,18673636686,Southwestern China,Military
11612727,Zhang Chilv,Female,24,13830355133,Southwestern China,Military
11712421,Feng Hendong,Female,23,13993818952,Southwestern China,Military
11412302,Jiang Jingjie,Male,26,15604747830,Southwestern China,Military
12112622,Jiang Zhenming,Male,19,13911532865,Southwestern China,Military
11510400,You Bisong,Female,25,18644459199,Southwestern China,Military
11810525,Liu Hanshuang,Female,22,15653974261,Southwestern China,Military
11910019,Zheng Biyan,Female,21,15031117856,Southwestern China,Military
11211422,Chen Ziyan,Male,28,13985564910,Southwestern China,Military
12212110,Han Leqiao,Female,18,15041556592,Southwestern China,Military
11211202,Tao Yihan,Female,28,13882601885,Southwestern China,Military
11711122,Yu Miaocui,Female,23,15694815599,Southwestern China,Military
11411829,Wu Mimei,Female,26,13942881431,Southwestern China,Military
11211029,Xu Fanrui,Male,28,18676986941,Southwestern China,Military
11411614,Qian  biqin,Female,26,18603986116,Southwestern China,Military
11511318,Zhou Hanan,Female,25,13876958194,Southwestern China,Military
11610109,Zhao Bandan,Female,24,15660112160,Southwestern China,Military
11811919,Kong Xiaohuai,Female,22,18633961030,Southwestern China,Military
12012621,Hua Haonan,Male,20,18682228818,Southwestern China,Military
11811720,Yan Yingwen,Female,22,15011117135,Southwestern China,Military
11511710,You Xiangxing,Male,25,13848331704,Southwestern China,Military
11810528,Wei Ruichen,Male,22,18630660033,Southwestern China,Military
11312100,Shi Tingping,Female,27,18917395106,Southwestern China,Military
11510102,Xu Lvping,Female,25,18999680234,Southwestern China,Military
11612811,Tao Hanfeng,Female,24,15609768742,Southwestern China,Military
11210406,Zou Biyan,Female,28,15066512800,Southwestern China,Military
11811223,Zhao  youhui,Female,22,18687016162,Southwestern China,Military
11712501,Jiang Boran,Male,23,13941181346,Southwestern China,Military
11412001,Wu Xiangxing,Male,26,15069982275,Southwestern China,Military
12210502,Jing Jiaji,Male,18,18971995428,Southwestern China,Military
12011924,Shi Ningtao,Female,20,18962441154,Northern China,Electricity
12210612,Jing Manyun,Female,18,18602368649,Northern China,Electricity
11211016,Theodoric Hughes,Male,28,13863625889,Europe,Telecommunications
11912919,Otto Thomas,Male,21,15074427557,Europe,Telecommunications
11210423,Diana Robinson,Female,28,13995890033,Europe,Telecommunications
11311624,Gaston Harris,Male,27,15638575006,Europe,Telecommunications
12112613,Mimi Green,Female,19,18987624415,Europe,Bank
11710805,Kent Wilson,Male,23,18677968674,America,Insurance
12110528,Ronnie Jackson,Male,19,13870626048,Asia,Bank
11312723,Craig Jackson,Male,27,15643684197,Asia,Electrical and electronic
12012421,Fidelia Wilson,Female,20,13909407406,Europe,Oil refining
11112029,Phyllis Evans,Female,29,18685322740,America,Retail
11410404,Joanne Taylor,Female,26,18929478204,America,Electrical and electronic
11912404,Cecil Walker,Male,21,18908106812,Asia,Telecommunications
12211320,Vivien Johnson,Female,18,15665186413,Europe,Insurance
11711021,Evadne Patel,Female,23,18968189028,Asia,Diversify
11511000,Hortensia Jackson,Female,25,15698891214,Asia,Diversify
11611122,Feng Lewen,Male,24,15001256579,Northern China,Computer
11911700,Lisa Taylor,Female,21,15685475495,America,Finance
11410106,Zhang Rongchun,Male,26,13876049145,Northern China,Bank
12110824,Feng Ziyu,Male,19,18660093847,Northern China,Bank
12012107,Qing Fanyan,Female,20,15068236084,Northern China,Bank
11812422,Wei Leqiao,Female,22,18971543234,Northern China,Bank
11812518,Jing Hanshuang,Female,22,18935024518,Northern China,Bank
11511203,Jiang Feiqing,Female,25,15063346307,Northern China,Bank
12110927,Han Hanwu,Male,19,18637769897,Northern China,Bank
11710319,Qing Shiyun,Female,23,18647249691,Northern China,Bank
12210022,Qi Yilang,Male,18,15042022862,Northern China,Bank
12211003,Qian Nandie,Female,18,13877463593,Northern China,Bank
12011517,Marcie Davies,Female,20,13853910784,America,Oil refining
11910202,Yang Huanwen,Female,21,13956409278,Southern China,Computer
12112203,Zou Jiayu,Male,19,15028866306,Southern China,Computer
11211418,Bai Dongtao,Female,28,13859120738,Southern China,Computer
11112222,Yan Chilv,Female,29,18915653755,Southern China,Computer
12110902,Dou Huaiyu,Male,19,13955823401,Southern China,Computer
11411723,Wu Yunzhi,Male,26,13804242356,Southern China,Computer
11912423,Lv Yinxiang,Male,21,15023405921,Southern China,Computer
11612721,Wang Yingtao,Female,24,15074810279,Southern China,Computer
12212815,Qi Lvwei,Female,18,13983501780,Southern China,Computer
12210911,He Chilv,Female,18,18679946737,Southern China,Computer
11412512,Lv Yuanxiang,Male,26,15044720365,Southern China,Computer
11410529,Cao Yuanhong,Male,26,18679830367,Southern China,Computer
11311524,Feng Erhan,Female,27,15611561542,Southern China,Computer
11411412,Zheng Anran,Male,26,18618045550,Southern China,Computer
12012502,Wei Zibin,Male,20,15066207398,Southern China,Computer
11810002,Wang Wenqiu,Female,22,13863422390,Southern China,Computer
11511814,Sun Chufeng,Female,25,18980635996,Southern China,Computer
11111113,Tricia Lewis,Female,29,15644251290,Asia,Insurance
11211302,Rosalyn Jones,Female,28,13905966109,Asia,Car
11312229,Craig Thompson,Male,27,15002945019,Asia,Car
11211428,Dan Thomas,Male,28,15698372907,Asia,Electrical and electronic
11911902,Chu Yiqing,Female,21,13880989505,Southern China,Internet
11512809,Sun Hanxiang,Female,25,15059741639,Southern China,Internet
11510826,Yu Kaiyu,Male,25,13982873533,Southern China,Internet
11511413,Zhou Shishan,Female,25,13805315084,Southern China,Internet
11411003,Yu Feiqing,Female,26,18922745977,Southern China,Internet
12211415,Shi Tianlan,Female,18,15064950347,Southern China,Internet
11311028,Wei Runbin,Male,27,15633980855,Southern China,Internet
11711728,Qi Jiaye,Male,23,13885966956,Southern China,Internet
12011500,Sun Siyu,Male,20,18941979727,Southern China,Internet
11412326,Yu Ziyun,Female,26,13941972839,Southern China,Internet
12010909,Zhu Yueqi,Male,20,18951255896,Southern China,Internet
11112606,Wei Yanhong,Male,29,13880795819,Southern China,Internet
11210909,Qing Qizheng,Male,28,15052254763,Southern China,Internet
11711714,Cao Yanlei,Female,23,15051467267,Southern China,Internet
11912706,Dou Huanqing,Female,21,13977560856,Southern China,Internet
11911800,Sun  biqin,Female,21,13986404059,Southern China,Internet
11610015,Yan Xiaofeng,Male,24,15690792395,Southern China,Internet
11610925,Shui Xiangchen,Male,24,15083994279,Southern China,Internet
11711209,Zou Xiaorou,Female,23,18627930507,Southern China,Internet
12112900,Wang Zhengsong,Male,19,13921608724,Southern China,Internet
12112902,Qi Binzhu,Male,19,15651555135,Southern China,Internet
11312700,You Shengjian,Male,27,15063264518,Southern China,Internet
11210925,Dou Yansen,Male,28,18909134675,Southern China,Internet
11612909,Xu Yixian,Male,24,13935911937,Southern China,Internet
11611905,Jing Xiaotian,Female,24,18993374707,Southern China,Internet
12112707,Jing Chutai,Male,19,15670838760,Eastern China,Game
11112126,Wang Nuobo,Male,29,18986871484,Eastern China,Game
11712922,He Fangqin,Female,23,13938113424,Eastern China,Game
11511410,Liu Feilei,Female,25,15665437795,Eastern China,Game
11512104,Zhou Lengrou,Female,25,15024361112,Eastern China,Game
11710709,Zhang Jiayu,Male,23,15035685329,Eastern China,Game
11510407,Lv Jingwei,Male,25,18930958702,Eastern China,Game
12010126,Jiang Junzhuo,Male,20,13841436603,Eastern China,Game
11210028,Shen Qizhen,Female,28,18687812134,Eastern China,Game
11210512,Hua Erqiu,Female,28,15628052977,Eastern China,Game
11510902,Chu Yiqing,Female,25,15056215954,Eastern China,Game
11512218,Wang Jinbo,Male,25,15609346411,Eastern China,Game
12011529,Zhang Wanzhi,Female,20,13934753084,Eastern China,Game
12211000,Feng Ermei,Female,18,15086534755,Eastern China,Game
11311108,You Hanfeng,Female,27,13902596073,Eastern China,Game
11712907,Tao Yinghui,Female,23,15020644976,Eastern China,Game
12012613,Xie Tingwei,Female,20,15638248700,Eastern China,Game
11612422,George Smith,Male,24,18694675683,Asia,Diversify
12211502,Camilla Smith,Female,18,13888156877,Asia,Diversify
11110611,Jackie Taylor,Female,29,15037461347,Asia,Diversify
11612910,Dou Youtong,Male,24,13924463586,Eastern China,Game
11912419,Cao Jiashu,Male,21,13982935548,Northern China,Internet
11210011,Feng Chutai,Male,28,13909557872,Northern China,Internet
12211905,Chu Guqiu,Female,18,15629576611,Northern China,Internet
11510010,Xie Linchuan,Male,25,13963778907,Northern China,Internet
11112607,Wu Jianxi,Male,29,18913537836,Northern China,Internet
12212927,Jing Yingtian,Female,18,15669666192,Northern China,Internet
11511127,Kong Youqing,Female,25,15641123045,Northern China,Internet
11912623,Wei Maoan,Male,21,18907614854,Northern China,Internet
12110324,Della Johnson,Female,19,18988585952,Asia,Electrical and electronic
12011917,Feng Shuliu,Female,20,15605980669,Eastern China,Internet
11712520,Shen Mengchao,Male,23,13848720803,Eastern China,Internet
11810916,Zhou Yuandong,Female,22,15024083648,Eastern China,Internet
11412816,Zou Moyu,Male,26,13949270728,Southern China,Internet
12212719,Bai Zibin,Male,18,13978258053,Southern China,Internet
11910524,Wu Fanrui,Male,21,13910481219,Northern China,Bank
11711214,Hilda Clarke,Female,23,15689457853,Europe,Oil refining
11612806,Sun Nianlan,Female,24,15652032545,Northern China,Military
12012116,Jiang Shengxiang,Male,20,15639234045,Northern China,Military
11412101,Qi Xiangling,Female,26,15600505124,Northern China,Military
11612805,Wang Shuliu,Female,24,15067727199,Northern China,Petrochemical
12212008,Zheng Rusi,Female,18,15694603232,Northern China,Petrochemical
11612918,Han Pingtian,Female,24,18683156813,Eastern China,Internet
11812124,Bai Dongshuang,Female,22,13815686144,Eastern China,Internet
11612717,Wei Shiyan,Female,24,15674552802,Eastern China,Internet
11212719,Zhou Yishuang,Female,28,15061565341,Eastern China,Internet
11511625,Chen Dongyan,Female,25,15099875207,Northern China,Internet
12111718,Lv Ruoke,Male,19,13949123975,Northern China,Internet
12211403,Chu Yingzhi,Female,18,13892297977,Northern China,Bank
11111429,Yang Youling,Female,29,18600332576,Northern China,Bank
11710215,Jiang Yahe,Female,23,13945549155,Northern China,Bank
11812022,Natalie Taylor,Female,22,18990290945,Europe,Car
11711922,Kong Huaibai,Female,23,18643797214,Eastern China,Internet
12112329,Sun Hanxuan,Female,19,18644716340,Eastern China,Internet
11611903,Xie Yuyang,Female,24,13944671764,Eastern China,Internet
11911428,Zhang Qintao,Male,21,15098553535,Eastern China,Internet
12211405,Li Jingwen,Male,18,13968175165,Southern China,Computer
11312609,You Dongsi,Female,27,18955639487,Northern China,Bank
11912507,Qian Xiaofeng,Female,21,13854197619,Southwestern China,Military
11710721,Xie Minghan,Male,23,18653864171,Southwestern China,Military
12211001,Zhang Yunzhi,Male,18,18934670692,Southwestern China,Military
11110816,Yang Jingjie,Male,29,18695883703,Southwestern China,Military
11611223,Kong Chengjun,Male,24,13963900648,Southwestern China,Military
11110624,Li Bingzhi,Male,29,18630558721,Southwestern China,Military
11512325,Dou Youyi,Female,25,18697159896,Southwestern China,Military
11712115,Bai Youyi,Female,23,13820491699,Southwestern China,Military
11710209,Richard Edwards,Male,23,13815125118,Europe,Retail
11512914,Carl Roberts,Male,25,13959111644,Europe,Car
11410306,Zhao Rongchun,Male,26,15074922863,Northern China,Bank
12210519,Shui Zuirou,Female,18,18687389223,Northern China,Bank
11712128,He Wenyin,Male,23,18961133099,Northern China,Bank
11112312,Shui Zhuyu,Male,29,13866763281,Northern China,Oil refining
11112928,Bai Muhua,Male,29,13848283803,Southern China,Insurance
11610219,Li Yingtian,Female,24,15661798348,Southern China,Insurance
11111715,Chu Shengxiang,Male,29,13968713358,Southern China,Insurance
12211322,Qian Yuyang,Female,18,18917509086,Southern China,Insurance
11512213,Bai Ningzhen,Female,25,13817326705,Southern China,Insurance
12012629,He Hongbang,Male,20,18673404616,Southern China,Insurance
12110800,Wu Jiayu,Male,19,13981604436,Southern China,Insurance
11910709,Jiang Hanlan,Female,21,18637953695,Southern China,Insurance
12112825,Qian Huahong,Male,19,15036808740,Southern China,Insurance
11812108,Zhao Zhengsong,Male,22,13872170639,Southern China,Insurance
11512017,Zou Moyu,Male,25,13949333244,Southern China,Insurance
11612902,Yan Panhai,Female,24,13885393179,Southern China,Insurance
11611410,Chen Chundie,Female,24,18987365407,Southern China,Insurance
11512823,Wang Qiuyan,Female,25,15035025121,Southern China,Insurance
12211619,Qi Guqiu,Female,18,18600565512,Southern China,Bank
12111621,Yang Congde,Male,19,13990246914,Southern China,Bank
11311215,Yu Youcui,Female,27,18603731574,Southern China,Bank
11310719,Han Changfei,Male,27,13986084233,Southern China,Bank
11210418,Yang Penglong,Male,28,18690429590,Southern China,Bank
11910910,Hua Boran,Male,21,15678864028,Southern China,Bank
12111401,Shen Yuming,Male,19,15087423983,Northern China,Oil refining
11710328,Wu Nuobo,Male,23,18689937217,Northern China,Oil refining
11111727,Wang Qimei,Female,29,13860021464,Northern China,Bank
11911609,Chen Gurui,Female,21,18674936591,Northern China,Bank
11410520,Shi Yishan,Male,26,15049514536,Northern China,Bank
11210503,Dou Lingzhi,Female,28,18913957932,Northern China,Bank
12011310,Malachi Hughes,Male,20,15692037530,Asia,Oil refining
11612520,Montgomery Hughes,Male,24,13960406694,Asia,Electrical and electronic
12010010,Jess White,Female,20,18628521261,Asia,Insurance
12110925,Flora Taylor,Female,19,15017307252,Asia,Electrical and electronic
11610812,Hortensia Johnson,Female,24,13892780356,Asia,Insurance
11611609,Di Hall,Female,24,13863451067,Asia,Insurance
12211404,Kong Ningbai,Female,18,15036461258,Southern China,Internet
12010114,Qian Jichen,Male,20,18678743295,Southern China,Internet
12212423,Wu Ruoyan,Female,18,18676352982,Southern China,Internet
11810411,Dou Yishuang,Female,22,18697569508,Southern China,Internet
11911319,Wu Yuke,Male,21,15697716653,Southern China,Internet
11811618,Li Jingwen,Male,22,15051112476,Southern China,Internet
12011126,Stewart Jones,Male,20,18908287035,Asia,Bank
11612710,Shui Yihan,Female,24,13962668922,Eastern China,Internet
12012809,Chu Wenming,Male,20,18630883140,Eastern China,Internet
12011206,Cao Hanming,Male,20,18618114148,Northern China,Petrochemical
11411014,Yan Conglei,Female,26,18647979883,Northern China,Petrochemical
11212228,June Hall,Female,28,18971216787,Asia,Diversify
12111303,Kong Shanwei,Female,19,18937157948,Southern China,Internet
11112406,Qian Junqin,Male,29,15621313057,Southern China,Internet
11112214,Lv Jiamin,Male,29,18605231640,Southern China,Internet
12110502,Zhou Lewen,Male,19,13987398085,Southern China,Internet
11810712,Yan Shilan,Female,22,15092302621,Southern China,Internet
11311904,Wang Jiayu,Male,27,15005896783,Southern China,Internet
11810727,Han Yuzhou,Male,22,18996293617,Southern China,Internet
11212025,Lv Xinyue,Male,28,13928101294,Southern China,Internet
11110325,Xu Shiyun,Female,29,13990824090,Southern China,Internet
11511007,You Jingyun,Male,25,13979841817,Northern China,Electricity
12111027,Cao Feilei,Female,19,13923207645,Northern China,Electricity
11312113,Lv Jianrong,Male,27,18941514162,Southern China,Insurance
11311326,Yang Feining,Female,27,13829954971,Southern China,Insurance
11310908,Yan Rongchun,Male,27,13844681925,Southern China,Insurance
11810204,Wei Xiaoshan,Female,22,15069443206,Northern China,Bank
11112611,Xu Yuanhong,Male,29,13839324198,Northern China,Computer
11911416,Cao Yueqi,Male,21,15057947264,Northern China,Bank
11511019,Han  qizhen,Female,25,15084888189,Northern China,Computer
12212520,Zhu Yunzhi,Male,18,15071044773,Northern China,Military
11611812,Wang Feifeng,Female,24,13934358401,Northern China,Military
11310722,Qian Bochang,Male,27,18912693787,Southern China,Internet
11810110,Shen Tianfan,Female,22,15088879110,Southern China,Internet
11810719,Kong Xiangzhe,Male,22,18608114189,Southern China,Internet
11711207,Xu  menghan,Female,23,18931198598,Southern China,Internet
11411022,Jing Jishan,Female,26,18649055055,Southern China,Bank
11312522,Qian Yaxia,Female,27,15007334154,Southern China,Bank
11811908,Tao Bochang,Male,22,15059214621,Southern China,Bank
11710812,Sun Yankun,Male,23,18922417437,Eastern China,Game
11810907,Zheng Zibin,Male,22,13818250928,Eastern China,Game
11111203,Zhu Yiye,Male,29,18989797324,Eastern China,Game
11310827,You Taian,Male,27,18936275779,Eastern China,Internet
11111801,Shui Mengbai,Female,29,18966070898,Eastern China,Internet
11411127,Cao Ruyu,Male,26,18945455832,Eastern China,Internet
11410413,Leila Smith,Female,26,13844258588,Asia,Diversify
12210019,Yang Zhengkai,Male,18,18974863624,Northern China,Bank
11912109,Yang Jingwen,Male,21,18946575272,Northern China,Petrochemical
11711516,Chu Qiuman,Female,23,15071536983,Eastern China,Game
11110502,Jiang Yibo,Female,29,15053833226,Southern China,Internet
11811626,Han Chenjia,Male,22,18937643936,Southern China,Internet
12011525,Zou Youling,Female,20,18988482692,Southern China,Internet
11711129,Yan Linghai,Female,23,18667175067,Southern China,Internet
11410806,Wu Fanrui,Male,26,13952606129,Southern China,Internet
12012028,Dora Thompson,Female,20,15693789626,Asia,Electrical and electronic
11711304,Bai Jingping,Female,23,18603683635,Northern China,Internet
11111906,Xu Dongqing,Female,29,18906327698,Southern China,Computer
11210921,Hua Yizhen,Female,28,18687747201,Southern China,Computer
11112718,Joanne White,Female,29,15696020889,Asia,Insurance
11210513,Shen Mingliang,Male,28,18685251708,Eastern China,Internet
12212112,Liu Mengbai,Female,18,18644263375,Eastern China,Internet
11410208,He Pengxiao,Male,26,13992952835,Eastern China,Internet
11611029,Jiang Jingwen,Male,24,15647649410,Southern China,Computer
12212302,Xu Hanxuan,Female,18,18937114201,Southern China,Computer
11710903,Bai Yingtian,Female,23,13885753171,Southern China,Computer
11411716,Zhang Mimei,Female,26,13839866372,Southern China,Computer
12210904,Shen Yuzhou,Male,18,15633087233,Southern China,Computer
12111620,Wei Zhuodong,Male,19,18678923634,Southern China,Computer
12011005,Zou Muman,Female,20,15082906238,Southern China,Computer
11411217,Tao Xixia,Female,26,18913371070,Southern China,Computer
11410326,Liu Jinquan,Male,26,18687089220,Southern China,Computer
11510005,Yan Ningyang,Female,25,15649764801,Southern China,Computer
11412110,Xu Qintao,Male,26,13907947978,Southern China,Computer
12112114,Jing Qize,Male,19,18911514543,Southern China,Computer
12112222,Kong Qiaobai,Female,19,18962148638,Southern China,Computer
11510629,Jiang Lengrou,Female,25,15078677864,Southern China,Computer
11310514,Wei Ruichen,Male,27,13959351161,Southern China,Computer
11711321,Jiang Yixuan,Male,23,15612455594,Southwestern China,Military
11410708,Shui Rusi,Female,26,13979147586,Eastern China,Internet
12110728,Qi Yishan,Male,19,18606430869,Southern China,Internet
12112115,Shen Jinquan,Male,19,15086986800,Southern China,Internet
11611408,Tao Yishan,Female,24,15651274265,Southern China,Internet
11410313,Jing Binzhu,Male,26,13934274717,Southern China,Internet
12112827,Dou Youtong,Male,19,13901526703,Southern China,Internet
11210611,He Yukun,Male,28,18967603677,Southern China,Internet
11110313,Tommy Davies,Male,29,13965685007,Asia,Electrical and electronic
11410027,Kong Maoan,Male,26,13864597380,Southern China,Internet
11812319,Zheng Manlv,Female,22,15006794564,Eastern China,Internet
11511914,Shi Binggan,Male,25,18976035237,Eastern China,Internet
11812905,You Xiangxing,Male,22,13924787705,Eastern China,Internet
11812226,Qing Muhao,Male,22,18979820269,Eastern China,Internet
11812011,Qian Qianyi,Female,22,13842183816,Eastern China,Internet
11412919,Yan Yusong,Female,26,13915520945,Eastern China,Internet
11510606,Qian Yuanxiang,Male,25,18688985462,Eastern China,Internet
11211012,Wu Ruyu,Male,28,15033727825,Eastern China,Internet
11610012,Chen Xiangman,Female,24,18950665504,Eastern China,Game
11411506,Zhou Yihao,Male,26,18699556584,Eastern China,Game
12210114,Wang Chumei,Female,18,18605924146,Eastern China,Game
11612606,Shen Lisheng,Male,24,13861013178,Eastern China,Game
11512521,Yu Yixian,Male,25,18928820996,Northern China,Military
11410007,Xu Nuobo,Male,26,18691284519,Southern China,Insurance
11512220,Yan Yingzhi,Female,25,18692168525,Northern China,Petrochemical
11610603,Wei Yangyang,Male,24,15661025568,Southern China,Computer
11812213,Yu Qizheng,Male,22,13884540617,Southwestern China,Military
11910404,Sun Yinger,Female,21,13906794354,Southwestern China,Military
11110209,Jiang Weian,Male,29,13898155043,Southwestern China,Military
12112420,He Ruoyun,Female,19,15621794465,Eastern China,Internet
11110923,Xu Ruichen,Male,29,13821706846,Eastern China,Internet
12111125,Zhou Huiran,Male,19,18604808591,Eastern China,Internet
11311914,Lv Yunzhi,Male,27,15086743807,Eastern China,Internet
12012001,Zhao Yuxuan,Male,20,18908905381,Eastern China,Internet
12012712,Zhu Hanxuan,Female,20,18639347903,Eastern China,Internet
12111022,Zou Linshan,Male,19,13809404711,Eastern China,Internet
11311115,Chu Linchuan,Male,27,15080256415,Eastern China,Internet
11210928,Jing Nianlan,Female,28,18664669055,Eastern China,Internet
12210320,Qian Yupeng,Male,18,18977785520,Eastern China,Internet
11710900,Hua Cailing,Female,23,13836235059,Eastern China,Internet
11912220,Han Anxuan,Female,21,18686914320,Eastern China,Internet
12111519,Zou Youyi,Female,19,18603455227,Eastern China,Internet
11411706,Feng Runbin,Male,26,18651835501,Eastern China,Internet
11710729,Bai Chutai,Male,23,15690813331,Eastern China,Internet
11310924,Yan Zicheng,Male,27,13965241362,Eastern China,Internet
11411211,Zou Xintao,Male,26,15052391875,Southern China,Insurance
11112716,Yang  zixue,Female,29,15664059213,Southern China,Computer
11912112,Kong Nianyang,Female,21,13999858015,Northern China,Petrochemical
11312223,Hua Zhuodong,Male,27,18634713970,Northern China,Electrical and electronic
11811901,He Qizhen,Female,22,13961013521,Southern China,Bank
11110226,Jing Shiyi,Male,29,15073848489,Southern China,Bank
12210821,Wei Bingzhi,Male,18,13808031042,Southern China,Bank
11210316,He Huaibai,Female,28,18615409124,Southern China,Bank
11411326,Han Peixiang,Female,26,15054504848,Southern China,Bank
12210926,Chen Yuanjun,Male,18,18686339281,Southern China,Bank
12011706,Qian Yukun,Male,20,13820591356,Southwestern China,Military
11411124,Zhou Qimei,Female,26,18932304528,Southwestern China,Military
11111024,He Leshuang,Female,29,13950610498,Southern China,Internet
11810014,He Hanan,Female,22,15661971857,Southern China,Internet
11912616,Sun Haoyan,Male,21,18610065255,Southern China,Internet
12111607,Qing Yousong,Female,19,18919266551,Southern China,Internet
11211915,Sun Shizhen,Female,28,13871926181,Eastern China,Game
11510812,Zheng Rongchun,Male,25,13844791357,Eastern China,Game
11210219,Tao Zhiyong,Male,28,13955068968,Southern China,Bank
11811718,Jiang Yingzhi,Female,22,13872012534,Southern China,Bank
11211904,Yu Shuzhen,Female,28,15002712259,Southern China,Bank
11910127,Zhang Runyi,Male,21,18601703786,Eastern China,Internet
12210916,Qian Yuyang,Female,18,18693379558,Southern China,Internet
12112013,Shen Zhengsong,Male,19,18910613781,Southern China,Internet
12112802,Shen Shitong,Female,19,13826123601,Eastern China,Game
11412615,Zhang Yousong,Female,26,18677768520,Eastern China,Game
11111829,Dou Yunshuo,Male,29,15005616385,Eastern China,Game
12012726,Jiang Tingping,Female,20,15640956081,Northern China,Electrical and electronic
11110410,Yu Ruichen,Male,29,15653633429,Eastern China,Internet
11511728,Sun Ruyu,Male,25,18630096502,Eastern China,Internet
12210029,Zhang Benqing,Male,18,13960918549,Eastern China,Internet
12111202,Tao Ercui,Female,19,13855084716,Southern China,Insurance
11411320,Han Hengran,Male,26,15017659962,Southwestern China,Military
11511902,Lv Shizhen,Female,25,15070802434,Southwestern China,Military
11112503,Hua Siyu,Male,29,13844751765,Southwestern China,Military
11512800,Chen Yueqi,Male,25,15696096714,Southwestern China,Military
11711716,Kong Pinglv,Female,23,15067667014,Southwestern China,Military
11811816,Wei Yingtian,Female,22,18950729224,Southwestern China,Military
11910725,Sun Tianlan,Female,21,18981600745,Eastern China,Internet
11911411,Qing Canning,Male,21,13898229676,Eastern China,Internet
12011115,Xu Bingzhi,Male,20,15666294015,Eastern China,Internet
11311510,Zhu Rufeng,Female,27,15010716872,Southwestern China,Military
11912900,Qian Yiyu,Female,21,15064462930,Southwestern China,Military
11312823,Zhou Yaokun,Male,27,15694798702,Southwestern China,Military
12211621,Jing Muhua,Male,18,15023695830,Southwestern China,Military
11712400,Qi Gulian,Female,23,13855733112,Southwestern China,Military
11711218,You Boran,Male,23,13963049796,Southwestern China,Military
11611225,Li Lewen,Male,24,13800724495,Southwestern China,Military
11611117,Zou Zhidie,Female,24,15008520109,Southwestern China,Military
11710621,Qian Qianqiu,Female,23,13826275879,Southwestern China,Military
